1,1,1,92000,0.40522,0.8576356123734994,0.5472840750890321
2,1,1,52000,0.5351,0.9343751536520212,0.6396816113673781
3,1,1,32000,0.6236,0.9724094321387857,0.6954908163814616
1,1,2,94000,0.34306,0.9436508553436107,0.8910163249588162
2,1,2,54000,0.50992,0.9875346905551083,1.0439295081646467
3,1,2,34000,0.61298,0.9971502851995746,1.12640945168858
1,1,3,96000,0.32388,0.9763085577471127,1.262739219512463
2,1,3,56000,0.50482,0.9979447642135805,1.4711288148607258
3,1,3,36000,0.61162,0.9998189968061684,1.5601337816163694
1,1,4,98000,0.31182,0.9878681493978432,1.6622490065962874
2,1,4,58000,0.50188,0.9994443314897995,1.9060196117387036
3,1,4,38000,0.61218,0.9999438876637343,1.9980019991618039
1,1,5,100000,0.30844,0.9965293929160567,2.0823383706248224
2,1,5,60000,0.50466,0.9999116140765417,2.334405031307124
3,1,5,40000,0.61276,0.9999372081424409,2.4264845900590246
1,1,6,102000,0.30296,0.9970772457603474,2.504812752043189
2,1,6,62000,0.5045,0.9999776625417418,2.7668577020468184
3,1,6,42000,0.61276,0.9999888130982025,2.863128320305098
1,1,7,104000,0.30394,0.9988164300911628,2.9363757458522026
2,1,7,64000,0.50226,0.9999837437096388,3.2147977569004667
3,1,7,44000,0.61432,0.9999850695826885,3.2879057679867842
1,1,8,106000,0.3078,0.9998037297198525,3.3471508635656537
2,1,8,66000,0.50204,0.9999601482475258,3.647971863710277
3,1,8,46000,0.6127,0.9999729105218792,3.732303129422004
1,1,9,108000,0.30146,0.9994454514194822,3.7755288442259216
2,1,9,68000,0.50346,0.9999936077082383,4.067792224244432
3,1,9,48000,0.61398,0.9999993605875046,4.1582326163379255
1,1,10,110000,0.30146,0.9998089152932433,4.224467839333708
2,1,10,70000,0.50456,0.9999741809423229,4.498410006710245
3,1,10,50000,0.61136,0.9999971217045799,4.616400313691723
1,1,11,112000,0.29978,0.9999799589999003,4.672461912829916
2,1,11,72000,0.5022,0.9999912326996782,4.951811392784924
3,1,11,52000,0.61224,0.9999884078351603,5.04707501984657
1,1,12,114000,0.30552,0.9999972171161527,5.068162427268954
2,1,12,74000,0.50078,0.9999882161547641,5.406800077506164
3,1,12,54000,0.61232,0.9999987754417321,5.481724130320812
1,1,13,116000,0.30362,0.999936337947519,5.531451738119681
2,1,13,76000,0.5033,0.9999407265555503,5.8155281479481875
3,1,13,56000,0.61344,0.9999328605994883,5.898515114441838
1,1,14,118000,0.30326,0.9999950367847769,5.962165986722524
2,1,14,78000,0.5019,0.9999367859043949,6.264876297993207
3,1,14,58000,0.61412,0.9999538116254747,6.3253738621256375
1,1,15,120000,0.30638,0.9999898020570375,6.374791395432106
2,1,15,80000,0.50246,0.9999797012053082,6.695105643710972
3,1,15,60000,0.61308,0.9999935263659022,6.7758432895876295
1,1,16,122000,0.3068,0.9999778550167411,6.81717407643646
2,1,16,82000,0.50266,0.9999969001555995,7.1204817420309094
3,1,16,62000,0.61382,0.9999831328769113,7.196491445710597
1,1,17,124000,0.30388,0.9999955469631929,7.265794489387758
2,1,17,84000,0.5031,0.9999788968509378,7.550991847588139
3,1,17,64000,0.61226,0.9999952347620596,7.659947038186095
1,1,18,126000,0.30566,0.9999847241759933,7.673024927248354
2,1,18,86000,0.50364,0.9999953138627878,7.984362529281914
3,1,18,66000,0.61272,0.9999814208535751,8.085849112382823
1,1,19,128000,0.30534,0.9999933074381371,8.119231840049778
2,1,19,88000,0.50192,0.999974023765027,8.431194023292344
3,1,19,68000,0.61504,0.9999936241925594,8.470689868159708
1,1,20,130000,0.30434,0.9999750997298757,8.568909381119584
2,1,20,90000,0.50442,0.9999994961836309,8.829422764381697
